docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S1388248113001951-339	1	Quantity	110	115	T1-1	4.0 V	{"unit": "V"}
S1388248113001951-339	1	MeasuredProperty	99	106	T3-1	charged	{"HasQuantity": "T1-1"}
S1388248113001951-339	1	MeasuredEntity	88	93	T4-1	cells	{"HasProperty": "T3-1"}
S1388248113001951-339	2	Quantity	129	139	T1-2	12 mA g− 1	{"unit": "mA g− 1"}
S1388248113001951-339	2	MeasuredProperty	121	125	T3-2	rate	{"HasQuantity": "T1-2"}
S1388248113001951-339	2	MeasuredEntity	88	93	T4-2	cells	{"HasProperty": "T3-2"}
S1388248113001951-339	2	Qualifier	99	106	T5-2	charged	{"Qualifies": "T3-2"}
S1388248113001951-339	3	Quantity	180	216	T1-3	1/20 (12 mA g− 1)–30C (7260 mA g− 1)	{"mods": ["IsRange"], "unit": "mA g− 1"}
S1388248113001951-339	3	MeasuredProperty	173	178	T3-3	rates	{"HasQuantity": "T1-3"}
S1388248113001951-339	3	MeasuredEntity	88	93	T5-3	cells	{"HasProperty": "T3-3"}
S1388248113001951-339	3	Qualifier	149	159	T4-3	discharged	{"Qualifies": "T3-3"}
S1388248113001951-339	4	Quantity	252	289	T1-4	(a) 1.3 (b) 2.4, and (c) 2.2 mg cm− 2	{"mods": ["IsList"], "unit": "mg cm− 2"}
S1388248113001951-339	4	MeasuredEntity	222	228	T4-4	sample	{"HasQuantity": "T1-4"}
