docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0012821X12004384-1178	1	Quantity	100	107	T1-1	55.8 Ma	{"unit": "Ma"}
S0012821X12004384-1178	1	MeasuredEntity	4	8	T3-1	PETM	{"HasQuantity": "T1-1"}
S0012821X12004384-1178	1	Qualifier	108	111	T4-1	ago	{"Qualifies": "T1-1"}
S0012821X12004384-1178	2	Quantity	177	183	T11-2	5–8 °C	{"unit": "°C"}
S0012821X12004384-1178	2	MeasuredProperty	169	173	T31-2	rise	{"HasQuantity": "T11-2"}
S0012821X12004384-1178	2	MeasuredEntity	144	168	T21-2	sea surface temperatures	{"HasProperty": "T31-2"}
S0012821X12004384-1178	2	Qualifier	184	206	T41-2	from background levels	{"Qualifies": "T31-2"}
S0012821X12004384-1178	3	Quantity	382	393	T1-3	over <20 ka	{"mods": ["IsRange"], "unit": "ka"}
S0012821X12004384-1178	3	MeasuredProperty	276	297	T4-3	substantial injection	{"HasQuantity": "T1-3"}
S0012821X12004384-1178	3	MeasuredEntity	301	321	T3-3	δ13C-depleted carbon	{"HasProperty": "T4-3"}
S0012821X12004384-1178	3	Qualifier	322	354	T5-3	into the ocean-atmosphere system	{"Qualifies": "T4-3"}
S0012821X12004384-1178	4	Quantity	464	482	T1-4	between −2 and −7‰	{"mods": ["IsRange"], "unit": "‰"}
S0012821X12004384-1178	4	MeasuredProperty	424	447	T3-4	negative carbon isotope	{"HasQuantity": "T1-4"}
S0012821X12004384-1178	4	MeasuredEntity	486	518	T4-4	marine and terrestrial sediments	{"HasProperty": "T3-4"}
S0012821X12004384-1178	5	Quantity	567	573	T1-5	170 ka	{"unit": "ka"}
S0012821X12004384-1178	5	MeasuredProperty	559	566	T4-5	lasting	{"HasQuantity": "T1-5"}
S0012821X12004384-1178	5	MeasuredEntity	424	463	T3-5	negative carbon isotope excursion (CIE)	{"HasProperty": "T4-5"}
S0012821X12004384-1178	6	Quantity	954	959	T1-6	<−60‰	{"mods": ["IsRange"], "unit": "‰"}
S0012821X12004384-1178	6	MeasuredProperty	947	951	T2-6	δ13C	{"HasQuantity": "T1-6"}
S0012821X12004384-1178	6	MeasuredEntity	902	945	T4-6	marine hydrates containing biogenic methane	{"HasProperty": "T2-6"}
