docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S175058361300203X-1542	1	Quantity	117	134	T1-1	range of 34–38 °C	{"mods": ["IsRange"], "unit": "°C"}
S175058361300203X-1542	1	MeasuredProperty	97	109	T2-1	temperatures	{"HasQuantity": "T1-1"}
S175058361300203X-1542	1	MeasuredEntity	26	96	T3-1	seismic velocity in sandstones saturated with brine does not depend on	{"HasProperty": "T2-1"}
S175058361300203X-1542	2	Quantity	383	386	T1-2	50%	{"unit": "%"}
S175058361300203X-1542	2	MeasuredEntity	387	401	T2-2	CO2 saturation	{"HasQuantity": "T1-2"}
S175058361300203X-1542	3	Quantity	459	474	T1-3	less than 5 m/s	{"mods": ["IsRange"], "unit": "m/s"}
S175058361300203X-1542	3	MeasuredProperty	453	455	T3-3	Vp	{"HasQuantity": "T1-3"}
S175058361300203X-1542	3	MeasuredEntity	440	449	T2-3	scenarios	{"HasProperty": "T3-3"}
S175058361300203X-1542	3	Qualifier	417	427	T4-3	difference	{"Qualifies": "T3-3"}
S175058361300203X-1542	4	Quantity	512	515	T1-4	±5%	{"mods": ["HasTolerance"], "unit": "%"}
S175058361300203X-1542	4	MeasuredProperty	516	521	T3-4	error	{"HasQuantity": "T1-4"}
S175058361300203X-1542	4	MeasuredEntity	525	539	T4-4	CO2 saturation	{"HasProperty": "T3-4"}
S175058361300203X-1542	5	Quantity	646	653	T1-5	±70 m/s	{"mods": ["IsRange"], "unit": "m/s"}
S175058361300203X-1542	5	MeasuredProperty	657	659	T4-5	Vp	{"HasQuantity": "T1-5"}
S175058361300203X-1542	5	MeasuredEntity	548	573	T3-5	petrophysical experiments	{"HasProperty": "T4-5"}
S175058361300203X-1542	6	Quantity	776	788	T1-6	34 and 38 °C	{"mods": ["IsList"], "unit": "°C"}
S175058361300203X-1542	6	MeasuredProperty	753	764	T3-6	temperature	{"HasQuantity": "T1-6"}
S175058361300203X-1542	6	MeasuredEntity	765	774	T2-6	scenarios	{"HasProperty": "T3-6"}
