docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0019103513005058-4158	1	Quantity	684	687	T1-1	1/e	
S0019103513005058-4158	2	Quantity	704	716	T1-2	0.51–0.85 m.	{"mods": ["IsRange"], "unit": "m"}
S0019103513005058-4158	2	MeasuredProperty	684	700	T3-2	1/e mixing depth	{"HasQuantity": "T1-2"}
S0019103513005058-4158	2	MeasuredEntity	639	678	T2-2	impactors have churned the soil on Mars	{"HasProperty": "T3-2"}
S0019103513005058-4158	3	Quantity	724	729	T1-3	three	{"mods": ["IsCount"]}
S0019103513005058-4158	3	MeasuredEntity	730	746	T2-3	e-folding depths	{"HasQuantity": "T1-3"}
S0019103513005058-4158	4	Quantity	767	776	T1-4	1.5–2.6 m	{"mods": ["IsRange"], "unit": "m"}
S0019103513005058-4158	4	MeasuredProperty	777	782	T4-4	depth	{"HasQuantity": "T1-4"}
S0019103513005058-4158	4	MeasuredEntity	724	746	T3-4	three e-folding depths	{"HasProperty": "T4-4"}
S0019103513005058-4158	5	Quantity	796	801	T1-5	∼2 m.	{"mods": ["IsMean", "IsApproximate"], "unit": "m"}
S0019103513005058-4158	5	MeasuredProperty	777	782	T3-5	depth	{"HasQuantity": "T1-5"}
S0019103513005058-4158	5	MeasuredEntity	724	746	T2-5	three e-folding depths	{"HasProperty": "T3-5"}
S0019103513005058-4158	5	Qualifier	791	795	T4-5	mean	{"Qualifies": "T1-5"}
S0019103513005058-4158	6	Quantity	858	866	T1-6	1 g cm−3	{"unit": "g cm−3"}
S0019103513005058-4158	6	MeasuredProperty	847	854	T4-6	density	{"HasQuantity": "T1-6"}
S0019103513005058-4158	6	MeasuredEntity	842	846	T3-6	soil	{"HasProperty": "T4-6"}
