docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0167577X14001256-517	1	Quantity	355	365	T1-1	0.5–0.6 nJ	{"mods": ["IsRange"], "unit": "nJ"}
S0167577X14001256-517	1	MeasuredProperty	339	351	T3-1	laser energy	{"HasQuantity": "T1-1"}
S0167577X14001256-517	1	MeasuredEntity	294	321	T2-1	3DAP observation conditions	{"HasProperty": "T3-1"}
S0167577X14001256-517	2	Quantity	400	407	T1-2	250 kHz	{"unit": "kHz"}
S0167577X14001256-517	2	MeasuredProperty	369	396	T3-2	laser-pulse repetition rate	{"HasQuantity": "T1-2"}
S0167577X14001256-517	2	MeasuredEntity	294	321	T2-2	3DAP observation conditions	{"HasProperty": "T3-2"}
S0167577X14001256-517	3	Quantity	430	436	T1-3	4–7 kV	{"mods": ["IsRange"], "unit": "kV"}
S0167577X14001256-517	3	MeasuredProperty	411	426	T2-3	DC bias voltage	{"HasQuantity": "T1-3"}
S0167577X14001256-517	3	MeasuredEntity	294	321	T3-3	3DAP observation conditions	{"HasProperty": "T2-3"}
S0167577X14001256-517	4	Quantity	468	473	T1-4	55 K.	{"unit": "K"}
S0167577X14001256-517	4	MeasuredProperty	444	464	T2-4	specimen temperature	{"HasQuantity": "T1-4"}
S0167577X14001256-517	4	MeasuredEntity	294	321	T3-4	3DAP observation conditions	{"HasProperty": "T2-4"}
S0167577X14001256-517	5	Quantity	557	561	T1-5	0.4%	{"unit": "%"}
S0167577X14001256-517	5	MeasuredEntity	528	553	T4-5	constant evaporation rate	{"HasQuantity": "T1-5"}
S0167577X14001256-517	5	Qualifier	565	599	T6-5	constant energy of the laser pulse	{"Qualifies": "T4-5"}
S0167577X14001256-517	6	Quantity	724	739	T1-6	range of 2–4 kV	{"mods": ["IsRange"], "unit": "kV"}
S0167577X14001256-517	6	MeasuredProperty	713	723	T2-6	DC voltage	{"HasQuantity": "T1-6"}
S0167577X14001256-517	6	MeasuredEntity	691	707	T3-6	3DAP observation	{"HasProperty": "T2-6"}
