docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0967064513002774-1376	1	Quantity	75	81	T1-1	220 mL	
S0967064513002774-1376	2	Quantity	411	415	T1-2	2 h.	
S0967064513002774-1376	3	Quantity	416	419	T1-3	Ten	
S0967064513002774-1376	4	Quantity	473	474	T1-4	8	
S0967064513002774-1376	5	Quantity	496	497	T1-5	2	
S0967064513002774-1376	6	Quantity	656	661	T1-6	48 h.	
S0967064513002774-1376	7	Quantity	755	761	T1-7	40-min	
S0967064513002774-1376	8	Quantity	838	841	T1-8	80%	
S0967064513002774-1376	9	Quantity	868	877	T1-9	T+21 days	
S0967064513002774-1376	10	Quantity	919	925	T1-10	−20 °C	
