docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S016412121300188X-4640	1	Quantity	12	15	T1-1	one	{"mods": ["IsCount"]}
S016412121300188X-4640	1	MeasuredEntity	32	48	T2-1	coherent cluster	{"HasQuantity": "T1-1"}
S016412121300188X-4640	2	Quantity	60	65	T1-2	52.1%	{"unit": "%"}
S016412121300188X-4640	2	MeasuredProperty	32	48	T4-2	coherent cluster	{"HasQuantity": "T1-2"}
S016412121300188X-4640	2	MeasuredEntity	73	91	T3-2	program's vertices	{"HasProperty": "T4-2"}
S016412121300188X-4640	3	Quantity	132	134	T1-3	54	{"mods": ["IsCount"]}
S016412121300188X-4640	3	MeasuredEntity	135	144	T2-3	functions	{"HasQuantity": "T1-3"}
S016412121300188X-4640	4	Quantity	157	158	T1-4	7	{"mods": ["IsCount"]}
S016412121300188X-4640	4	MeasuredEntity	159	171	T2-4	source files	{"HasQuantity": "T1-4"}
S016412121300188X-4640	5	Quantity	258	260	T1-5	54	{"mods": ["IsCount"]}
S016412121300188X-4640	5	MeasuredEntity	261	270	T2-5	functions	{"HasQuantity": "T1-5"}
S016412121300188X-4640	6	Quantity	272	274	T1-6	26	{"mods": ["IsCount"]}
S016412121300188X-4640	6	MeasuredEntity	261	270	T2-6	functions	{"HasQuantity": "T1-6"}
S016412121300188X-4640	7	Quantity	329	331	T1-7	26	{"mods": ["IsCount"]}
S016412121300188X-4640	7	MeasuredEntity	332	341	T2-7	functions	{"HasQuantity": "T1-7"}
