docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0165587612003680-1078	1	Quantity	190	195	T1-1	three	{"mods": ["IsCount"]}
S0165587612003680-1078	1	MeasuredEntity	196	204	T2-1	bacteria	{"HasQuantity": "T1-1"}
S0165587612003680-1078	2	Quantity	444	449	T1-2	three	{"mods": ["IsCount"]}
S0165587612003680-1078	2	MeasuredEntity	450	469	T2-2	commonest pathogens	{"HasQuantity": "T1-2"}
S0165587612003680-1078	3	Quantity	719	734	T1-3	three occasions	{"unit": "occasions"}
S0165587612003680-1078	3	MeasuredProperty	702	710	T4-3	isolated	{"HasQuantity": "T1-3"}
S0165587612003680-1078	3	MeasuredEntity	686	700	T3-3	S. lugdunensis	{"HasProperty": "T4-3"}
S0165587612003680-1078	4	Quantity	1025	1028	T1-4	60%	{"unit": "%"}
S0165587612003680-1078	4	MeasuredProperty	916	920	T2-4	CoNS	{"HasQuantity": "T1-4"}
S0165587612003680-1078	4	MeasuredEntity	1032	1058	T3-4	bacteria isolated from OME	{"HasProperty": "T2-4"}
