docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0012821X12004384-1302	1	Quantity	553	557	T9	Five	{"mods": ["IsCount"], "unit": "count"}
S0012821X12004384-1302	1	MeasuredEntity	558	565	T10	samples	{"HasQuantity": "T9"}
S0012821X12004384-1302	2	Quantity	588	637	T1	2619.60, 2617.35, 2617.44, 2614.73, and 2614.71 m	{"mods": ["IsList"], "unit": "m"}
S0012821X12004384-1302	2	MeasuredEntity	558	565	T10	samples	{"HasQuantity": "T1"}
S0012821X12004384-1302	2	Qualifier	571	584	T15	below the CIE	{"Qualifies": "T1"}
S0012821X12004384-1302	3	Quantity	769	800	T2	2619.60, 2614.73, and 2614.71 m	{"mods": ["IsList"], "unit": "m"}
S0012821X12004384-1302	3	MeasuredEntity	760	767	T11	samples	{"HasQuantity": "T2"}
S0012821X12004384-1302	4	Quantity	1481	1484	T3	two	{"mods": ["IsCount"], "unit": "count"}
S0012821X12004384-1302	4	MeasuredEntity	1485	1492	T14	samples	{"HasQuantity": "T3"}
S0012821X12004384-1302	5	Quantity	1493	1512	T13	2619.60 and 2614.71	{"mods": ["IsList"], "unit": "Unspecified"}
S0012821X12004384-1302	5	MeasuredEntity	1485	1492	T14	samples	{"HasQuantity": "T13"}
