docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0019103513005058-3094	1	Quantity	666	671	T2	3 byr	{unit: byr}
S0019103513005058-3094	1	MeasuredEntity	677	690	T3	Amazonian eon	{HasQuantity: T2}
S0019103513005058-3094	1	Qualifier	661	665	T1	last	{Qualifies: T2}
S0019103513005058-3094	2	Quantity	868	872	T6	∼2 m	{mods: [IsApproximate], unit: m}
S0019103513005058-3094	2	MeasuredProperty	859	864	T7	depth	{HasQuantity: T6}
S0019103513005058-3094	2	MeasuredEntity	795	799	T4	soil	{HasProperty: T7}
S0019103513005058-3094	2	Qualifier	809	838	T5	mixed by impact perturbations	{Qualifies: T4}
S0019103513005058-3094	3	Quantity	926	930	T9	0.1%	{unit: %}
S0019103513005058-3094	3	MeasuredProperty	899	925	T8	time-average volcanic flux	{HasQuantity: T9}
S0019103513005058-3094	3	MeasuredEntity	938	970	T10	modern terrestrial volcanic flux	{HasProperty: T8}
S0019103513005058-3094	4	Quantity	1028	1040	T11	1.0–1.7 wt.%	{mods: [IsRange], unit: wt.%}
S0019103513005058-3094	4	MeasuredProperty	1041	1046	T14	SO42-	{HasQuantity: T11}
S0019103513005058-3094	4	MeasuredEntity	1000	1004	T15	soil	{HasProperty: T14}
S0019103513005058-3094	5	Quantity	1051	1063	T12	0.2–0.4 wt.%	{mods: [IsRange], unit: wt.%}
S0019103513005058-3094	5	MeasuredProperty	1064	1065	T13	N	{HasQuantity: T12}
S0019103513005058-3094	5	MeasuredEntity	1000	1004	T15	soil	{HasProperty: T13}
S0019103513005058-3094	6	Quantity	1474	1486	T16	0.4–0.6 wt.%	{mods: [IsRange], unit: wt.%}
S0019103513005058-3094	6	MeasuredProperty	1487	1492	T17	ClO4-	{HasQuantity: T16}
S0019103513005058-3094	6	MeasuredEntity	1000	1004	T15	soil	{HasProperty: T17}
S0019103513005058-3094	6	Qualifier	1493	1527	T18	measured by NASA’s Phoenix Lander.	{Qualifies: T16}
