docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0021979713004438-1969	1	Quantity	153	158	T5	10 μM	{"unit": "μM"}
S0021979713004438-1969	1	MeasuredEntity	159	164	T7	FeCl3	{"HasQuantity": "T5"}
S0021979713004438-1969	2	Quantity	290	296	T8	pH 7–8	{"mods": ["IsRange"], "unit": "pH"}
S0021979713004438-1969	2	MeasuredEntity	278	286	T9	solution	{"HasQuantity": "T8"}
S0021979713004438-1969	3	Quantity	354	357	T1	10%	{"unit": "%"}
S0021979713004438-1969	3	MeasuredEntity	358	362	T12	NaOH	{"HasQuantity": "T1"}
S0021979713004438-1969	4	Quantity	454	461	T4	3.91 nm	{"unit": "nm"}
S0021979713004438-1969	4	MeasuredProperty	442	450	T13	Rq value	{"HasQuantity": "T4"}
S0021979713004438-1969	5	Quantity	469	484	T2	500 nm × 500 nm	{"unit": "nm x nm"}
S0021979713004438-1969	5	MeasuredEntity	485	497	T3	scanned area	{"HasQuantity": "T2"}
