docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0019103512003533-5251	1	Quantity	92	104	T3	below ∼460 K	{"mods": ["IsApproximate", "IsRange"], "unit": "K"}
S0019103512003533-5251	1	MeasuredProperty	0	26	T1	High latitude temperatures	{"HasQuantity": "T3"}
S0019103512003533-5251	1	MeasuredEntity	30	55	T2	Saturn’s upper atmosphere	{"HasProperty": "T1"}
S0019103512003533-5251	2	Quantity	464	474	T6	440 ± 50 K	{"mods": ["HasTolerance"], "unit": "K"}
S0019103512003533-5251	2	MeasuredProperty	406	427	T4	inferred temperatures	{"HasQuantity": "T6"}
S0019103512003533-5251	2	MeasuredEntity	448	460	T5	auroral oval	{"HasProperty": "T4"}
S0019103512003533-5251	3	Quantity	529	545	T9	(563–624) ± 30 K	{"mods": ["IsRangeHasTolerance"], "unit": "K"}
S0019103512003533-5251	3	MeasuredProperty	488	500	T7	temperatures	{"HasQuantity": "T9"}
S0019103512003533-5251	3	MeasuredEntity	504	525	T8	Saturn’s auroral oval	{"HasProperty": "T7"}
S0019103512003533-5251	4	Quantity	651	669	T12	up to around 650 K	{"mods": ["IsApproximate", "IsRange"], "unit": "K"}
S0019103512003533-5251	4	MeasuredProperty	620	640	T10	auroral temperatures	{"HasQuantity": "T12"}
S0019103512003533-5251	4	MeasuredEntity	644	650	T11	Saturn	{"HasProperty": "T10"}
S0019103512003533-5251	5	Quantity	762	767	T13	650 K	{"unit": "K"}
S0019103512003533-5251	5	MeasuredProperty	818	836	T14	polar temperatures	{"HasQuantity": "T13"}
S0019103512003533-5251	5	MeasuredEntity	864	870	T16	Saturn	{"HasProperty": "T14"}
S0019103512003533-5251	6	Quantity	874	881	T17	⩽ 650 K	{"mods": ["IsRange"], "unit": "K"}
S0019103512003533-5251	6	MeasuredProperty	818	836	T14	polar temperatures	{"HasQuantity": "T17"}
S0019103512003533-5251	6	MeasuredEntity	864	870	T16	Saturn	{"HasProperty": "T14"}
S0019103512003533-5251	6	Qualifier	842	860	T15	have been observed	{"Qualifies": "T17"}
S0019103512003533-5251	7	Quantity	932	939	T19	> 650 K	{"mods": ["IsRange"], "unit": "K"}
S0019103512003533-5251	7	MeasuredProperty	818	836	T14	polar temperatures	{"HasQuantity": "T19"}
S0019103512003533-5251	7	MeasuredEntity	864	870	T16	Saturn	{"HasProperty": "T14"}
S0019103512003533-5251	7	Qualifier	906	928	T18	have not been observed	{"Qualifies": "T19"}
