docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2213158213000582-1424	1	Quantity	1084	1089	T1-1	50 ms	{"unit": "ms"}
S2213158213000582-1424	1	MeasuredProperty	1111	1128	T4-1	auditory activity	{"HasQuantity": "T1-1"}
S2213158213000582-1424	1	MeasuredEntity	1090	1110	T3-1	temporal and frontal	{"HasProperty": "T4-1"}
S2213158213000582-1424	2	Quantity	1286	1292	T1-2	100 ms	{"unit": "ms"}
S2213158213000582-1424	2	MeasuredProperty	1314	1331	T4-2	auditory activity	{"HasQuantity": "T1-2"}
S2213158213000582-1424	2	MeasuredEntity	1293	1313	T3-2	temporal and frontal	{"HasProperty": "T4-2"}
S2213158213000582-1424	3	Quantity	1536	1539	T1-3	two	{"mods": ["IsCount"]}
S2213158213000582-1424	3	MeasuredEntity	1540	1547	T2-3	studies	{"HasQuantity": "T1-3"}
S2213158213000582-1424	4	Quantity	1724	1730	T1-4	100 ms	{"unit": "ms"}
S2213158213000582-1424	4	MeasuredProperty	1731	1748	T3-4	auditory activity	{"HasQuantity": "T1-4"}
S2213158213000582-1424	4	MeasuredEntity	1752	1817	T4-4	middle temporal gyrus, parietal, cingulate, and occipital regions	{"HasProperty": "T3-4"}
