docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0019103512004009-2821	1	Quantity	917	923	T1-1	1 μbar	{"mods": ["IsApproximate"], "unit": "μbar"}
S0019103512004009-2821	1	MeasuredProperty	897	907	T3-1	dissociate	{"HasQuantity": "T1-1"}
S0019103512004009-2821	1	MeasuredEntity	887	896	T2-1	molecules	{"HasProperty": "T3-1"}
S0019103512004009-2821	1	Qualifier	908	912	T5-1	near	{"Qualifies": "T1-1"}
S0019103512004009-2821	2	Quantity	1389	1407	T1-2	up to at least 3Rp	{"mods": ["IsRange", "IsApproximate"], "unit": "Rp"}
S0019103512004009-2821	2	MeasuredProperty	1368	1388	T5-2	emain mostly neutral	{"HasQuantity": "T1-2"}
S0019103512004009-2821	2	MeasuredEntity	1359	1366	T3-2	H and O	{"HasProperty": "T5-2"}
S0019103512004009-2821	3	Quantity	1691	1697	T1-3	8000 K	{"mods": ["IsRange"], "unit": "K"}
S0019103512004009-2821	3	MeasuredProperty	1706	1742	T5-3	mean (pressure averaged) temperature	{"HasQuantity": "T1-3"}
S0019103512004009-2821	3	MeasuredEntity	1658	1672	T2-3	models predict	{"HasProperty": "T5-3"}
S0019103512004009-2821	3	Qualifier	1676	1687	T3-3	upper limit	{"Qualifies": "T1-3"}
S0019103512004009-2821	3	Qualifier	1743	1752	T6-3	below 3Rp	{"Qualifies": "T2-3"}
S0019103512004009-2821	4	Quantity	1749	1752	T1-4	3Rp	{"unit": "Rp"}
S0019103512004009-2821	4	MeasuredEntity	1658	1672	T2-4	models predict	{"HasQuantity": "T1-4"}
S0019103512004009-2821	4	Qualifier	1743	1748	T3-4	below	{"Qualifies": "T1-4"}
S0019103512004009-2821	5	Quantity	1778	1784	T1-5	7000 K	{"unit": "K"}
S0019103512004009-2821	5	MeasuredProperty	1706	1742	T3-5	mean (pressure averaged) temperature	{"HasQuantity": "T1-5"}
S0019103512004009-2821	5	MeasuredEntity	1658	1672	T4-5	models predict	{"HasProperty": "T3-5"}
S0019103512004009-2821	5	Qualifier	1798	1832	T5-5	average solar XUV flux at 0.047 AU	{"Qualifies": "T4-5"}
S0019103512004009-2821	6	Quantity	1824	1832	T1-6	0.047 AU	{"mods": ["IsMean"], "unit": "AU"}
S0019103512004009-2821	6	MeasuredProperty	1798	1820	T4-6	average solar XUV flux	{"HasQuantity": "T1-6"}
S0019103512004009-2821	6	MeasuredEntity	1658	1672	T3-6	models predict	{"HasProperty": "T4-6"}
