docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S1873506114000075-1242	1	Quantity	943	966	T1-1	approximately 78 ± 0.6%	{"mods": ["IsApproximate", "HasTolerance"], "unit": "%"}
S1873506114000075-1242	1	MeasuredProperty	981	1001	T3-1	Sox17-positive on D5	{"HasQuantity": "T1-1"}
S1873506114000075-1242	1	MeasuredEntity	970	975	T2-1	cells	{"HasProperty": "T3-1"}
S1873506114000075-1242	2	Quantity	1006	1029	T1-2	approximately 88 ± 1.1%	{"mods": ["IsApproximate", "HasTolerance"], "unit": "%"}
S1873506114000075-1242	2	MeasuredProperty	1044	1063	T3-2	AFP-positive on D13	{"HasQuantity": "T1-2"}
S1873506114000075-1242	2	MeasuredEntity	1033	1038	T2-2	cells	{"HasProperty": "T3-2"}
S1873506114000075-1242	3	Quantity	1068	1091	T1-3	approximately 29 ± 0.9%	{"mods": ["IsApproximate", "HasTolerance"], "unit": "%"}
S1873506114000075-1242	3	MeasuredProperty	1106	1125	T3-3	ALB-positive on D20	{"HasQuantity": "T1-3"}
S1873506114000075-1242	3	MeasuredEntity	1095	1100	T2-3	cells	{"HasProperty": "T3-3"}
S1873506114000075-1242	4	Quantity	1220	1242	T1-4	approximately 20 μg/ml	{"mods": ["IsApproximate"], "unit": "μg/ml"}
S1873506114000075-1242	4	MeasuredEntity	1141	1154	T2-4	ALB secretion	{"HasQuantity": "T1-4"}
