docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2213671113000738-435	1	Quantity	108	109	T1-1	3	
S2213671113000738-435	1	MeasuredProperty	104	105	T3-1	n	{"HasQuantity": "T1-1"}
S2213671113000738-435	1	MeasuredEntity	70	74	T2-1	Data	{"HasProperty": "T3-1"}
S2213671113000738-435	2	Quantity	194	200	T1-2	200 μm	{"unit": "μm"}
S2213671113000738-435	2	MeasuredProperty	182	192	T3-2	Scale bars	{"HasQuantity": "T1-2"}
S2213671113000738-435	2	MeasuredEntity	204	211	T4-2	(A)–(H)	{"HasProperty": "T3-2"}
S2213671113000738-435	3	Quantity	213	218	T1-3	50 μm	{"unit": "μm"}
S2213671113000738-435	3	MeasuredProperty	182	192	T5-3	Scale bars	{"HasQuantity": "T1-3"}
S2213671113000738-435	3	MeasuredEntity	232	239	T4-3	(C)–(F)	{"HasProperty": "T5-3"}
S2213671113000738-435	3	Qualifier	222	228	T3-3	insets	{"Qualifies": "T4-3"}
S2213671113000738-435	4	Quantity	241	247	T1-4	100 μm	{"unit": "μm"}
S2213671113000738-435	4	MeasuredProperty	182	192	T4-4	Scale bars	{"HasQuantity": "T1-4"}
S2213671113000738-435	4	MeasuredEntity	251	266	T3-4	(J)–(M) and (Q)	{"HasProperty": "T4-4"}
