docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0012821X12004384-1249	1	Quantity	19	45	T2-1	57°44’8.47”N; 1°50’26.59”E	
S0012821X12004384-1249	1	MeasuredEntity	0	17	T1-1	Borehole 22/10a-4	{"HasQuantity": "T2-1"}
S0012821X12004384-1249	2	Quantity	502	523	T11-2	from 2605 m to 2634 m	{"mods": ["IsRange"], "unit": "m"}
S0012821X12004384-1249	2	MeasuredProperty	525	535	T21-2	core depth	{"HasQuantity": "T11-2"}
S0012821X12004384-1249	2	MeasuredEntity	456	475	T41-2	section of 22/10a-4	{"HasProperty": "T21-2"}
S0012821X12004384-1249	3	Quantity	698	709	T32-3	2609–2613 m	{"mods": ["IsRange"], "unit": "m"}
S0012821X12004384-1249	3	MeasuredProperty	724	748	T62-3	becomes finely laminated	{"HasQuantity": "T32-3"}
S0012821X12004384-1249	3	MeasuredEntity	710	723	T52-3	the claystone	{"HasProperty": "T62-3"}
S0012821X12004384-1249	4	Quantity	797	824	T93-4	ranging from 1 to 25 per mm	{"mods": ["IsRange"], "unit": "mm"}
S0012821X12004384-1249	4	MeasuredEntity	754	796	T83-4	alternately pale and dark laminae couplets	{"HasQuantity": "T93-4"}
S0012821X12004384-1249	5	Quantity	974	985	T1-5	26 horizons	{"unit": "horizons"}
S0012821X12004384-1249	5	MeasuredEntity	1001	1005	T3-5	core	{"HasQuantity": "T1-5"}
S0012821X12004384-1249	6	Quantity	1010	1039	T1-6	approximately 13 pairs per mm	{"mods": ["IsApproximate"], "unit": "pairs per mm"}
S0012821X12004384-1249	6	MeasuredEntity	950	957	T3-6	Laminae	{"HasQuantity": "T1-6"}
