docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0167577X13006393-644	1	Quantity	60	73	T1-1	above 1000 °C	{"mods": ["IsRange"], "unit": "°C"}
S0167577X13006393-644	1	MeasuredProperty	42	59	T3-1	reported to occur	{"HasQuantity": "T1-1"}
S0167577X13006393-644	1	MeasuredEntity	0	30	T5-1	Sintering of pure HA particles	{"HasProperty": "T3-1"}
S0167577X13006393-644	2	Quantity	240	244	T2-2	1.67	
S0167577X13006393-644	2	MeasuredProperty	230	235	T1-2	ratio	{"HasQuantity": "T2-2"}
S0167577X13006393-644	2	MeasuredEntity	236	239	T3-2	CaP	{"HasProperty": "T1-2"}
S0167577X13006393-644	3	Quantity	303	315	T1-3	upto 1200 °C	{"mods": ["IsRange"], "unit": "°C"}
S0167577X13006393-644	3	MeasuredProperty	290	302	T3-3	temperatures	{"HasQuantity": "T1-3"}
S0167577X13006393-644	3	MeasuredEntity	221	286	T4-3	pure HA (ratio CaP=1.67) is stable in an air and argon atmosphere	{"HasProperty": "T3-3"}
S0167577X13006393-644	4	Quantity	373	386	T1-4	low as 800 °C	{"unit": "°C"}
S0167577X13006393-644	4	MeasuredProperty	354	369	T3-4	at temperatures	{"HasQuantity": "T1-4"}
S0167577X13006393-644	4	MeasuredEntity	334	353	T2-4	decomposition of HA	{"HasProperty": "T3-4"}
