docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0167610513001001-1751	1	Quantity	161	168	T1-1	1 m s−1	{"unit": "m s−1"}
S0167610513001001-1751	1	MeasuredEntity	153	157	T3-1	bins	{"HasQuantity": "T1-1"}
S0167610513001001-1751	2	Quantity	266	269	T1-2	two	{"mods": ["IsCount"]}
S0167610513001001-1751	2	MeasuredEntity	270	281	T2-2	instruments	{"HasQuantity": "T1-2"}
S0167610513001001-1751	3	Quantity	355	378	T1-3	between 0 and 0.5 m s−1	{"mods": ["IsRange"], "unit": "m s−1"}
S0167610513001001-1751	3	MeasuredProperty	346	351	T4-3	speed	{"HasQuantity": "T1-3"}
S0167610513001001-1751	3	MeasuredEntity	341	345	T3-3	wind	{"HasProperty": "T4-3"}
S0167610513001001-1751	4	Quantity	395	416	T1-4	greater than 20 m s−1	{"mods": ["IsRange"], "unit": "m s−1"}
S0167610513001001-1751	4	MeasuredProperty	388	394	T4-4	speeds	{"HasQuantity": "T1-4"}
S0167610513001001-1751	4	MeasuredEntity	383	387	T3-4	wind	{"HasProperty": "T4-4"}
