docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S016412121300188X-4392	1	Quantity	97	101	T1-1	1.00	
S016412121300188X-4392	1	MeasuredProperty	84	93	T2-1	precision	{"HasQuantity": "T1-1"}
S016412121300188X-4392	1	MeasuredEntity	122	135	T3-1	hash function	{"HasProperty": "T2-1"}
S016412121300188X-4392	2	Quantity	139	143	T1-2	100%	{"unit": "%"}
S016412121300188X-4392	2	MeasuredProperty	144	152	T4-2	accurate	{"HasQuantity": "T1-2"}
S016412121300188X-4392	2	MeasuredEntity	122	135	T3-2	hash function	{"HasProperty": "T4-2"}
S016412121300188X-4392	3	Quantity	241	243	T1-3	1/	
S016412121300188X-4392	3	MeasuredProperty	228	237	T2-3	precision	{"HasQuantity": "T1-3"}
S016412121300188X-4392	3	MeasuredEntity	261	274	T3-3	hash function	{"HasProperty": "T2-3"}
S016412121300188X-4392	4	Quantity	333	334	T1-4	1	
S016412121300188X-4392	4	MeasuredEntity	328	330	T2-4	UH	{"HasQuantity": "T1-4"}
