docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0960148113004989-3258	1	Quantity	180	184	T1-1	30 m	{"unit": "m"}
S0960148113004989-3258	1	MeasuredProperty	160	176	T4-1	minimum distance	{"HasQuantity": "T1-1"}
S0960148113004989-3258	1	MeasuredEntity	18	32	T3-1	third scenario	{"HasProperty": "T4-1"}
S0960148113004989-3258	1	Qualifier	185	205	T5-1	between each turbine	{"Qualifies": "T4-1"}
S0960148113004989-3258	2	Quantity	251	253	T1-2	56	{"mods": ["IsCount"]}
S0960148113004989-3258	2	MeasuredEntity	254	264	T2-2	iterations	{"HasQuantity": "T1-2"}
S0960148113004989-3258	3	Quantity	266	268	T1-3	55	{"mods": ["IsCount"]}
S0960148113004989-3258	3	MeasuredEntity	269	289	T2-3	gradient evaluations	{"HasQuantity": "T1-3"}
S0960148113004989-3258	4	Quantity	291	293	T1-4	73	{"mods": ["IsCount"]}
S0960148113004989-3258	4	MeasuredEntity	294	316	T2-4	functional evaluations	{"HasQuantity": "T1-4"}
S0960148113004989-3258	5	Quantity	354	361	T1-5	40.6 MW	{"unit": "MW"}
S0960148113004989-3258	5	MeasuredProperty	345	353	T4-5	extracts	{"HasQuantity": "T1-5"}
S0960148113004989-3258	5	MeasuredEntity	323	344	T3-5	optimised farm layout	{"HasProperty": "T4-5"}
S0960148113004989-3258	6	Quantity	399	402	T1-6	31%	{"unit": "%"}
S0960148113004989-3258	6	MeasuredEntity	387	395	T2-6	increase	{"HasQuantity": "T1-6"}
S0960148113004989-3258	7	Quantity	435	442	T1-7	30.9 MW	{"unit": "MW"}
S0960148113004989-3258	7	MeasuredProperty	345	353	T4-7	extracts	{"HasQuantity": "T1-7"}
S0960148113004989-3258	7	MeasuredEntity	419	433	T2-7	initial layout	{"HasProperty": "T4-7"}
