docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2211124712002884-1110	1	Quantity	107	115	T1-1	5–6 days	{"mods": ["IsRange"], "unit": "days"}
S2211124712002884-1110	1	MeasuredProperty	58	102	T3-1	grown as embryoid bodies (EBs) in suspension	{"HasQuantity": "T1-1"}
S2211124712002884-1110	1	MeasuredEntity	0	13	T2-1	iPSC colonies	{"HasProperty": "T3-1"}
S2211124712002884-1110	1	Qualifier	116	169	T5-1	in iPSC medium without basic fibroblast growth factor	{"Qualifies": "T3-1"}
S2211124712002884-1110	2	Quantity	217	224	T1-2	Ten-day	{"unit": "day"}
S2211124712002884-1110	2	MeasuredProperty	225	228	T2-2	old	{"HasQuantity": "T1-2"}
S2211124712002884-1110	2	MeasuredEntity	229	237	T3-2	rosettes	{"HasProperty": "T2-2"}
S2211124712002884-1110	3	Quantity	324	339	T1-3	after 3–4 weeks	{"mods": ["IsRange"], "unit": "weeks"}
S2211124712002884-1110	3	MeasuredProperty	312	323	T3-3	dissociated	{"HasQuantity": "T1-3"}
S2211124712002884-1110	3	MeasuredEntity	294	306	T2-3	Neurospheres	{"HasProperty": "T3-3"}
S2211124712002884-1110	4	Quantity	441	450	T1-4	0.1 mg/ml	{"unit": "mg/ml"}
S2211124712002884-1110	4	MeasuredEntity	426	439	T2-4	poly-D-lysine	{"HasQuantity": "T1-4"}
S2211124712002884-1110	5	Quantity	465	472	T1-5	10 μg/m	{"unit": "μg/m"}
S2211124712002884-1110	5	MeasuredEntity	456	463	T2-5	laminin	{"HasQuantity": "T1-5"}
S2211124712002884-1110	6	Quantity	493	508	T1-6	after 2-4 weeks	{"mods": ["IsRange"], "unit": "weeks"}
S2211124712002884-1110	6	MeasuredProperty	488	492	T3-6	used	{"HasQuantity": "T1-6"}
S2211124712002884-1110	6	MeasuredEntity	475	482	T2-6	Neurons	{"HasProperty": "T3-6"}
S2211124712002884-1110	6	Qualifier	512	519	T5-6	culture	{"Qualifies": "T1-6"}
