docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2213671113000738-738	1	Quantity	425	428	T1-1	two	{"mods": ["IsCount"]}
S2213671113000738-738	1	MeasuredEntity	429	457	T2-1	double-blind clinical trials	{"HasQuantity": "T1-1"}
S2213671113000738-738	2	Quantity	544	552	T1-2	6 months	
S2213671113000738-738	2	MeasuredProperty	528	537	T3-2	withdrawn	{"HasQuantity": "T1-2"}
S2213671113000738-738	2	Qualifier	538	543	T4-2	after	{"Qualifies": "T1-2"}
S2213671113000738-738	3	Quantity	867	871	T1-3	1/10	
S2213671113000738-738	3	MeasuredProperty	780	799	T3-3	expression of MHC-I	{"HasQuantity": "T1-3"}
S2213671113000738-738	3	MeasuredEntity	880	919	T2-3	untreated monkey peripheral blood cells	{"HasProperty": "T3-3"}
S2213671113000738-738	4	Quantity	1005	1013	T1-4	2 months	{"unit": "months"}
S2213671113000738-738	4	MeasuredEntity	971	1001	T2-4	serum level of IFN-γ increased	{"HasQuantity": "T1-4"}
S2213671113000738-738	5	Quantity	1084	1096	T1-5	3.5–4 months	{"mods": ["IsRange"], "unit": "months"}
S2213671113000738-738	5	MeasuredProperty	1054	1083	T3-5	accumulated in the allografts	{"HasQuantity": "T1-5"}
S2213671113000738-738	5	MeasuredEntity	1019	1030	T2-5	CD45+ cells	{"HasProperty": "T3-5"}
S2213671113000738-738	5	Qualifier	1097	1118	T4-5	after the transplant.	{"Qualifies": "T1-5"}
S2213671113000738-738	6	Quantity	1903	1908	T1-6	1/100	
S2213671113000738-738	6	MeasuredProperty	1774	1855	T2-6	expression of HLA-I during neural differentiation of human ESCs (hESCs) and iPSCs	{"HasQuantity": "T1-6"}
S2213671113000738-738	6	MeasuredEntity	1931	1983	T3-6	human peripheral blood cells in both hESCs and iPSCs	{"HasProperty": "T2-6"}
